Id,SalePrice
2370,122913.1196363382
2458,301218.2303905003
2733,128411.59994046763
161,245320.42884985358
726,166274.15904559568
845,206298.335012272
947,254331.9698363021
2232,99353.11834942922
2563,148518.42622322962
2299,58967.578611046076
211,104118.7186536789
605,156385.73949995264
1478,187770.60909703746
2247,263463.89931742474
2274,203952.40636840463
2869,191957.49031906575
967,202898.25508645177
2656,110715.58259631321
667,224372.6462083049
1042,104252.06025511399
2023,158663.9500424005
2447,376401.17722271755
2055,129692.7647899054
2275,297653.1404689215
2204,167812.90835633874
1563,273712.85024202615
483,205294.3967603892
796,130361.1931458041
1526,142501.55809319392
2042,147630.61073481292
442,363606.4870641604
1693,322811.8541791253
1468,209636.25424113125
1430,204135.68213028833
2605,128191.71526581049
1529,165996.94246995077
335,148223.5044043921
1287,130401.45179623365
31,106357.92009634897
1785,328790.9897894822
82,142206.2722396478
2620,119181.1756538935
252,172551.6348991394
721,93088.260797631
2165,183301.46835564077
2316,183058.9394589588
775,130023.75037817284
1558,105254.49572797865
17,191404.57615315542
1022,224485.89404087514
925,134245.33818901703
438,280572.37990700826
1270,139945.95504133776
1272,117823.6007680893
215,159249.34040341154
266,222963.36579566821
2402,280619.0414336175
1250,120573.9455286488
1984,96047.54681865126
1279,135120.19298735633
377,238290.16800186783
1252,184180.6784883365
2156,274190.41553940624
499,355338.12248638645
1374,124028.10873358697
2898,217134.45986014232
401,121788.9901606068
2721,171663.93943812698
2078,268779.67581419647
2589,133348.8666564487
1946,289637.38473945856
1334,123556.75645015389
2781,251017.76493500918
431,438136.9579178244
576,194923.33226935938
1474,207587.19941166043
2254,136385.40293732658
2155,282248.7773577422
885,129354.71670599654
643,139989.5433293879
1944,116973.03831134364
480,193414.09967169166
2845,97516.35099096224
2387,340613.2749449648
2407,202862.63767316937
2527,172307.66446231306
2514,124758.29105407372
629,155857.74705839902
80,213603.88635458797
1876,128543.55756373331
1546,110465.73299563676
2518,164482.05903024226
2347,156397.54058565944
783,212605.19540895894
1322,61912.08946223557
194,80271.61638522893
1770,326563.2707733661
2143,148264.85766307265
1229,214540.70242840797
511,288638.2153072208
46,226259.5168618858
1348,166353.455712609
2465,197467.1948408261
387,223957.5908885412
873,219069.1600169018
1918,115654.10238559917
2764,231737.2668221146
2184,118719.19485808536
934,121650.26475692913
1920,133804.50745145231
2631,141635.35957968608
1768,580433.3518325612
2040,111267.80356322229
1749,215736.80036403984
834,224863.8445299305
1457,223194.5884652026
79,122111.70064463466
2302,132323.34916046262
1817,143047.56921703368
2755,238862.44633969292
359,164861.21476283297
2059,109137.87819240242
2092,244935.098904863
2516,214051.98569438234
150,116532.76722891629
1656,159084.18129472062
83,97851.39432110637
2411,187083.1598303914
795,110216.6707771793
2312,230491.37895875797
2917,93560.48540611193
1624,176998.34948679432
2215,299554.4337330051
1211,140389.25383380428
1485,145493.08641647547
1024,187203.95100848004
570,201575.43524758145
2874,134151.14643600956
700,118395.14959088713
2756,235252.7652287595
2022,165459.02873230726
583,218285.2298297137
2392,388372.3549065925
2424,173121.58367192745
212,80599.42856556922
736,132348.7667216994
1610,171427.4723604396
890,109465.5616305098
467,172393.90758181736
578,225794.48782850802
1747,201421.28835285828
1149,156818.31197590753
2758,254965.5820985958
857,139104.16039650142
2219,281126.96379895136
733,110759.18868527189
2909,117727.89032739028
1798,260777.82779246196
235,97455.5922491327
2366,121834.90534703434
1027,129571.3678489849
1195,134646.17158172652
1303,60717.43051934987
148,201398.89688435942
608,159938.45383553207
2515,189071.8826172538
821,297331.93863400817
2500,268776.22681434825
745,103475.78225103766
741,122714.291166652
1611,98464.17002551258
2532,136155.09592725337
1081,221258.87126564234
1692,462672.1527369879
2520,168881.36347656697
276,102653.34239180014
1992,123571.56199157238
663,56449.05915437639
418,125310.55636614934
1733,184758.5584449023
2359,145122.7835373506
253,170772.26501360163
1518,165072.147486113
2035,131793.55352716148
2919,76158.46255017444
1540,242535.1940134503
2120,150614.45541882887
1674,180312.52056051418
256,129354.38832202181
2361,95222.14540644735
978,86368.23135643825
2280,153867.64493654296
2095,216734.10181334615
1709,335659.1967312917
2801,243172.85971241817
1246,119913.93657689169
2373,86233.83756690472
1055,306423.5157371871
2017,116373.7481491752
1099,256434.04448067024
1344,98590.26316073164
835,210503.37944287434
1117,223734.24018220976
2043,90524.60462950543
2085,115019.98841638118
410,144525.6488569267
2650,93207.76289093867
2867,164723.321860414
1668,121688.24247768521
1161,157371.30241522565
2122,157651.17852796242
2539,137506.07313887775
1047,127015.09933376685
1445,134174.6943735443
541,156471.75222625956
569,226654.3063672334
1276,109712.54872687533
918,139755.4481248334
326,170657.1999802366
1936,119870.44835895672
895,100620.01349770278
257,147015.97839989513
1241,192850.96260278672
1545,109460.93280143663
1189,161155.9200067185
270,133200.31768135726
2066,233526.15274684504
693,111487.15507822111
1259,146129.21304851398
2916,156923.36475597695
2321,303451.3258547671
1977,106534.32317352667
1895,151031.2199698761
1240,158694.0711299032
85,143967.3841339089
1823,115844.09049427882
825,317120.89639414474
110,226380.4274540171
697,116862.7072134018
2297,104004.41599198803
1231,129916.86133477464
1355,144719.1990549527
968,361130.63950423896
584,206315.34746634215
1315,92388.65339657292
1606,136630.51040110365
206,77887.32621515542
1685,381850.53235466033
2016,140717.67889635265
869,214668.45371920615
2135,126542.48272053897
2346,175183.91848562658
2430,229298.13803453743
2198,93698.39770568535
2652,111646.51268680766
27,123758.97083620727
241,162757.2120629251
906,152167.05091945827
1506,148624.4198430702
2098,428036.4443558119
1435,229392.0647517033
2213,129070.60756013915
1274,143839.78375481814
743,42878.44794571027
1737,194869.36751429737
2797,270015.1612135172
2185,63731.74381727725
58,161666.99195602164
830,196650.43715558946
808,130154.20810605213
680,159137.05370542407
1153,115821.27380683273
1291,144493.80407102033
1818,151628.37734395638
2161,183191.06558816135
1883,109273.07038458064
350,353029.0765944831
2473,180338.42122745514
295,186207.16297336668
293,204257.063856218
859,134995.78311108798
288,75661.45844409242
1578,147807.5405791551
102,191559.61254675686
2831,147742.696857322
1030,149057.6492919512
2551,135127.35873150453
1286,159164.24276401848
958,333189.0608552508
776,125968.50692670792
72,234953.85293279588
2263,258017.02554245293
1866,156347.1321986951
2876,85753.50725122169
2146,250203.44816473871
103,167747.6385546103
1500,130613.41968373209
492,187318.85130391642
167,139889.63749327883
2597,111740.68564935029
2685,108003.33759023249
1035,144953.24708089978
1220,82723.28673373535
2602,149196.99271023273
2159,201092.63908006996
695,152442.03935024515
1109,289694.8511886485
640,194460.25120863318
1652,142717.96434836462
2090,197383.23410714045
1188,183426.642683506
2345,247040.80895706266
1059,414326.8266726807
2751,237641.91741207615
128,214843.83211132511
1523,123824.56262303144
2925,149922.31928104907
2145,280696.9386100471
1121,217060.04149289057
566,296964.25292231515
565,220131.9771644883
1331,145926.78967448324
2928,124407.50768689811
156,136818.6832060404
797,170086.5536402166
327,96305.94902829081
2859,156875.23192602769
1453,122189.13708908111
1762,374406.2100857645
1868,202997.07349372283
1760,188870.41263671592
1113,240160.42288386077
1812,193686.3738076575
117,142906.22781176865
1142,214782.26019553468
2342,438099.3944613971
927,124034.21052881703
2478,202975.8032124862
655,88640.26931884512
2064,130871.84982598573
369,291053.0088194944
2239,119726.86289298162
2732,231868.0537245907
1653,163365.0820955038
959,240121.53785297275
2395,355671.4269976504
1412,114825.65293181688
271,239718.31871399283
1484,137510.22423093393
1497,160053.88110170886
552,138501.07949757949
2,126025.25306550041
1855,273740.8471544981
4,288903.0727328509
2292,161651.27393343672
134,138858.63478885219
646,97907.08080329373
42,285795.2675119601
532,232173.19817319512
713,121608.08175478876
2561,143479.03191184253
2360,160074.0006635189
1333,128366.36261013895
1407,197175.1263722293
2892,305818.83654940873
574,218882.9383110255
1227,190775.26968201622
2591,202587.03448894992
1476,214312.21566223726
1125,269073.7397057824
1446,126597.37804096192
408,115652.24779695272
1101,302907.5076838769
2251,199379.66792000085
373,189135.52870211005
2554,124122.3449453786
2382,249349.5845712684
1985,74712.75780915096
519,237214.27619869635
1093,196473.8555424288
864,244338.8096375838
2889,148707.60751156136
2308,139918.6406587474
986,164165.94810018688
1302,161013.7818826288
585,157422.69160583615
2708,144893.92293606699
147,129294.04662099108
1441,230932.77936009318
383,158989.92248523235
285,151375.64191291854
181,107274.22207371145
358,173383.92717161775
780,140347.00390382484
258,201302.68991019204
1865,225379.9301220365
692,129680.33438080922
2902,353715.4526613392
508,261933.7531651184
2638,136692.2469944209
36,144259.60640284792
611,172425.97493844107
2281,148403.4852247201
1678,131257.59412839264
1696,474713.1782459058
1557,99279.42576733977
2180,162761.74498713762
1726,199219.55308383703
951,140456.85069498047
267,228200.97055204213
2706,138721.48081429675
2221,252761.51069283113
1357,161810.76400047913
2901,346267.7614123188
347,175520.85683942586
2164,184746.008839719
1586,331140.06708166003
360,137961.6228960827
1769,243220.48381218687
2617,134073.47707778588
1879,158122.59847030416
991,229969.69167274982
1535,129370.37601118162
1191,136684.39646477252
1579,205532.39995295554
1882,153209.37472639978
1510,125493.93693641946
2196,114136.07598028332
1845,164363.21234198287
2336,417047.5054593198
942,95201.91803582013
861,128706.9701275602
2555,122405.14794866368
1392,155679.4486470744
2099,266811.98463542387
1543,113032.01907348633
948,273574.6343039349
1239,150612.77632082254
22,177535.3090452738
2796,233946.88629446924
2747,175174.41638068855
92,298699.4046122581
210,162989.45740879327
1858,205670.3136650473
2228,139831.7342376411
447,222884.01894509047
827,263994.35648379475
1649,218913.55891013518
682,117169.55900884047
2698,110990.57382079959
494,153097.50621777773
214,91729.6704996936
2441,274732.4136412665
2679,94672.70950313285
1336,133119.15436853096
465,173830.21421707794
1524,134870.27507218719
2543,113854.94225462899
631,134116.5528691411
2452,314887.9622460976
228,135845.16782418266
126,181669.6063248366
1092,228961.085394077
1122,208891.50002544373
932,211713.63771401718
1980,77552.68597751483
2171,115800.70362681895
551,144704.92104661092
2768,171945.5707257539
2056,109866.71719339862
1159,377708.4248639457
2645,104894.31558818743
1174,166220.73295284435
2266,225995.47595996037
2462,445005.8874422349
1219,160974.32294006273
2922,185834.8253164813
118,148908.84988003597
474,144405.57531121746
2576,155425.91534909979
872,304284.50566685945
1077,187437.53002023324
1536,137449.0087229088
1150,115088.90614376962
2341,342783.344990544
1931,157152.638272468
2785,154131.20957587287
2538,144603.6231663935
597,212441.4338567108
464,178889.97323960438
233,258661.9645229578
2169,142165.1798949428
2123,165875.32343714312
1867,175391.4232574962
137,267450.9870857075
515,244847.93589919806
933,105531.14901387691
2784,155228.72579918802
972,172616.7555607371
599,153866.89537013695
2614,124679.51994454488
2582,130683.76793731749
1409,164142.3971563019
175,73863.6365894191
352,232615.9902227819
976,88372.33687534556
2134,185583.08540501446
984,125394.27315289527
2396,378001.10473228246
1673,136686.45735922456
404,119783.93760041893
607,157278.92129711062
814,147092.38260639086
868,167983.52964244038
2271,189036.44791566953
1633,267306.3151287325
337,209945.76033436507
2765,128063.63273243979
1746,248852.41491401568
368,371177.54880144447
2806,206024.31257482618
1662,186747.84037255868
1234,224677.15590592474
1373,137969.3016619347
1672,110804.30106262863
1939,102414.44609681517
